folder_name,label,split
v_BalanceBeam_g20_c04,BalanceBeam,train
v_BalanceBeam_g21_c01,BalanceBeam,train
v_BalanceBeam_g21_c02,BalanceBeam,train
v_BalanceBeam_g21_c03,BalanceBeam,train
v_BalanceBeam_g21_c04,BalanceBeam,train
v_BalanceBeam_g21_c05,BalanceBeam,train
v_BalanceBeam_g22_c01,BalanceBeam,train
v_BalanceBeam_g22_c02,BalanceBeam,train
v_BalanceBeam_g22_c03,BalanceBeam,train
v_BalanceBeam_g22_c04,BalanceBeam,train
v_BalanceBeam_g23_c01,BalanceBeam,train
v_BalanceBeam_g23_c02,BalanceBeam,train
v_BalanceBeam_g23_c03,BalanceBeam,train
v_BalanceBeam_g23_c04,BalanceBeam,train
v_BalanceBeam_g23_c05,BalanceBeam,train
v_BalanceBeam_g24_c01,BalanceBeam,train
v_BalanceBeam_g24_c02,BalanceBeam,train
v_BalanceBeam_g24_c03,BalanceBeam,train
v_BalanceBeam_g24_c04,BalanceBeam,train
v_BalanceBeam_g25_c01,BalanceBeam,train
v_BalanceBeam_g25_c02,BalanceBeam,train
v_BalanceBeam_g25_c03,BalanceBeam,train
v_BalanceBeam_g25_c04,BalanceBeam,train
v_BandMarching_g08_c01,BandMarching,train
v_BandMarching_g08_c02,BandMarching,train
v_BandMarching_g08_c03,BandMarching,train
v_BandMarching_g08_c04,BandMarching,train
v_BandMarching_g08_c05,BandMarching,train
v_BandMarching_g08_c06,BandMarching,train
v_BandMarching_g08_c07,BandMarching,train
v_BandMarching_g09_c01,BandMarching,train
v_BandMarching_g09_c02,BandMarching,train
v_BandMarching_g09_c03,BandMarching,train
v_BandMarching_g09_c04,BandMarching,train
v_BandMarching_g09_c05,BandMarching,train
v_BandMarching_g09_c06,BandMarching,train
v_BandMarching_g09_c07,BandMarching,train
v_BandMarching_g10_c01,BandMarching,train
v_BandMarching_g10_c02,BandMarching,train
v_BandMarching_g10_c03,BandMarching,train
v_BandMarching_g10_c04,BandMarching,train
v_BandMarching_g10_c05,BandMarching,train
v_BandMarching_g10_c06,BandMarching,train
v_BandMarching_g10_c07,BandMarching,train
v_BandMarching_g11_c01,BandMarching,train
v_BandMarching_g11_c02,BandMarching,train
v_BandMarching_g11_c03,BandMarching,train
v_BandMarching_g11_c04,BandMarching,train
v_BandMarching_g11_c05,BandMarching,train
v_BandMarching_g11_c06,BandMarching,train
v_BandMarching_g11_c07,BandMarching,train
v_BandMarching_g12_c01,BandMarching,train
v_BandMarching_g12_c02,BandMarching,train
v_BandMarching_g12_c03,BandMarching,train
v_BandMarching_g12_c04,BandMarching,train
v_BandMarching_g12_c05,BandMarching,train
v_BandMarching_g12_c06,BandMarching,train
v_BandMarching_g13_c01,BandMarching,train
v_BandMarching_g13_c02,BandMarching,train
v_BandMarching_g13_c03,BandMarching,train
v_BandMarching_g13_c04,BandMarching,train
v_BandMarching_g13_c05,BandMarching,train
v_BandMarching_g14_c01,BandMarching,train
v_BandMarching_g14_c02,BandMarching,train
v_BandMarching_g14_c03,BandMarching,train
v_BandMarching_g14_c04,BandMarching,train
v_BandMarching_g14_c05,BandMarching,train
v_BandMarching_g14_c06,BandMarching,train
v_BandMarching_g15_c01,BandMarching,train
v_BandMarching_g15_c02,BandMarching,train
v_BandMarching_g15_c03,BandMarching,train
v_BandMarching_g15_c04,BandMarching,train
v_BandMarching_g15_c05,BandMarching,train
v_BandMarching_g15_c06,BandMarching,train
v_BandMarching_g15_c07,BandMarching,train
v_BandMarching_g16_c01,BandMarching,train
v_BandMarching_g16_c02,BandMarching,train
v_BandMarching_g16_c03,BandMarching,train
v_BandMarching_g16_c04,BandMarching,train
v_BandMarching_g16_c05,BandMarching,train
v_BandMarching_g16_c06,BandMarching,train
v_BandMarching_g16_c07,BandMarching,train
v_BandMarching_g17_c01,BandMarching,train
v_BandMarching_g17_c02,BandMarching,train
v_BandMarching_g17_c03,BandMarching,train
v_BandMarching_g17_c04,BandMarching,train
v_BandMarching_g18_c01,BandMarching,train
v_BandMarching_g18_c02,BandMarching,train
v_BandMarching_g18_c03,BandMarching,train
v_BandMarching_g18_c04,BandMarching,train
v_BandMarching_g18_c05,BandMarching,train
v_BandMarching_g18_c06,BandMarching,train
v_BandMarching_g19_c01,BandMarching,train
v_BandMarching_g19_c02,BandMarching,train
v_BandMarching_g19_c03,BandMarching,train
v_BandMarching_g19_c04,BandMarching,train
v_BandMarching_g19_c05,BandMarching,train
v_BandMarching_g19_c06,BandMarching,train
v_BandMarching_g19_c07,BandMarching,train
v_BandMarching_g20_c01,BandMarching,train
v_BandMarching_g20_c02,BandMarching,train
v_BandMarching_g20_c03,BandMarching,train
v_BandMarching_g20_c04,BandMarching,train
v_BandMarching_g20_c05,BandMarching,train
v_BandMarching_g20_c06,BandMarching,train
v_BandMarching_g21_c01,BandMarching,train
v_BandMarching_g21_c02,BandMarching,train
v_BandMarching_g21_c03,BandMarching,train
v_BandMarching_g21_c04,BandMarching,train
v_BandMarching_g21_c05,BandMarching,train
v_BandMarching_g21_c06,BandMarching,train
v_BandMarching_g22_c01,BandMarching,train
v_BandMarching_g22_c02,BandMarching,train
v_BandMarching_g22_c03,BandMarching,train
v_BandMarching_g22_c04,BandMarching,train
v_BandMarching_g22_c05,BandMarching,train
v_BandMarching_g23_c01,BandMarching,train
v_BandMarching_g23_c02,BandMarching,train
v_BandMarching_g23_c03,BandMarching,train
v_BandMarching_g23_c04,BandMarching,train
v_BandMarching_g23_c05,BandMarching,train
v_BandMarching_g23_c06,BandMarching,train
v_BandMarching_g24_c01,BandMarching,train
v_BandMarching_g24_c02,BandMarching,train
v_BandMarching_g24_c03,BandMarching,train
v_BandMarching_g24_c04,BandMarching,train
v_BandMarching_g24_c05,BandMarching,train
v_BandMarching_g24_c06,BandMarching,train
v_BandMarching_g25_c01,BandMarching,train
v_BandMarching_g25_c02,BandMarching,train
v_BandMarching_g25_c03,BandMarching,train
v_BandMarching_g25_c04,BandMarching,train
v_BandMarching_g25_c05,BandMarching,train
v_BandMarching_g25_c06,BandMarching,train
v_BandMarching_g25_c07,BandMarching,train
v_BaseballPitch_g08_c01,BaseballPitch,train
v_BaseballPitch_g08_c02,BaseballPitch,train
v_BaseballPitch_g08_c03,BaseballPitch,train
v_BaseballPitch_g08_c04,BaseballPitch,train
v_BaseballPitch_g08_c05,BaseballPitch,train
v_BaseballPitch_g08_c06,BaseballPitch,train
v_BaseballPitch_g08_c07,BaseballPitch,train
v_BaseballPitch_g09_c01,BaseballPitch,train
v_BaseballPitch_g09_c02,BaseballPitch,train
v_BaseballPitch_g09_c03,BaseballPitch,train
v_BaseballPitch_g09_c04,BaseballPitch,train
v_BaseballPitch_g09_c05,BaseballPitch,train
v_BaseballPitch_g09_c06,BaseballPitch,train
v_BaseballPitch_g09_c07,BaseballPitch,train
v_BaseballPitch_g10_c01,BaseballPitch,train
v_BaseballPitch_g10_c02,BaseballPitch,train
v_BaseballPitch_g10_c03,BaseballPitch,train
v_BaseballPitch_g10_c04,BaseballPitch,train
v_BaseballPitch_g10_c05,BaseballPitch,train
v_BaseballPitch_g11_c01,BaseballPitch,train
v_BaseballPitch_g11_c02,BaseballPitch,train
v_BaseballPitch_g11_c03,BaseballPitch,train
v_BaseballPitch_g11_c04,BaseballPitch,train
v_BaseballPitch_g11_c05,BaseballPitch,train
v_BaseballPitch_g12_c01,BaseballPitch,train
v_BaseballPitch_g12_c02,BaseballPitch,train
v_BaseballPitch_g12_c03,BaseballPitch,train
v_BaseballPitch_g12_c04,BaseballPitch,train
v_BaseballPitch_g13_c01,BaseballPitch,train
v_BaseballPitch_g13_c02,BaseballPitch,train
v_BaseballPitch_g13_c03,BaseballPitch,train
v_BaseballPitch_g13_c04,BaseballPitch,train
v_BaseballPitch_g13_c05,BaseballPitch,train
v_BaseballPitch_g13_c06,BaseballPitch,train
v_BaseballPitch_g13_c07,BaseballPitch,train
v_BaseballPitch_g14_c01,BaseballPitch,train
v_BaseballPitch_g14_c02,BaseballPitch,train
v_BaseballPitch_g14_c03,BaseballPitch,train
v_BaseballPitch_g14_c04,BaseballPitch,train
v_BaseballPitch_g15_c01,BaseballPitch,train
v_BaseballPitch_g15_c02,BaseballPitch,train
v_BaseballPitch_g15_c03,BaseballPitch,train
v_BaseballPitch_g15_c04,BaseballPitch,train
v_BaseballPitch_g15_c05,BaseballPitch,train
v_BaseballPitch_g15_c06,BaseballPitch,train
v_BaseballPitch_g15_c07,BaseballPitch,train
v_BaseballPitch_g16_c01,BaseballPitch,train
v_BaseballPitch_g16_c02,BaseballPitch,train
v_BaseballPitch_g16_c03,BaseballPitch,train
v_BaseballPitch_g16_c04,BaseballPitch,train
v_BaseballPitch_g16_c05,BaseballPitch,train
v_BaseballPitch_g16_c06,BaseballPitch,train
v_BaseballPitch_g17_c01,BaseballPitch,train
v_BaseballPitch_g17_c02,BaseballPitch,train
v_BaseballPitch_g17_c03,BaseballPitch,train
v_BaseballPitch_g17_c04,BaseballPitch,train
v_BaseballPitch_g17_c05,BaseballPitch,train
v_BaseballPitch_g17_c06,BaseballPitch,train
v_BaseballPitch_g17_c07,BaseballPitch,train
v_BaseballPitch_g18_c01,BaseballPitch,train
v_BaseballPitch_g18_c02,BaseballPitch,train
v_BaseballPitch_g18_c03,BaseballPitch,train
v_BaseballPitch_g18_c04,BaseballPitch,train
v_BaseballPitch_g18_c05,BaseballPitch,train
v_BaseballPitch_g18_c06,BaseballPitch,train
v_BaseballPitch_g18_c07,BaseballPitch,train
v_BaseballPitch_g19_c01,BaseballPitch,train
v_BaseballPitch_g19_c02,BaseballPitch,train
v_BaseballPitch_g19_c03,BaseballPitch,train
v_BaseballPitch_g19_c04,BaseballPitch,train
v_BaseballPitch_g19_c05,BaseballPitch,train
v_BaseballPitch_g20_c01,BaseballPitch,train
v_BaseballPitch_g20_c02,BaseballPitch,train
v_BaseballPitch_g20_c03,BaseballPitch,train
v_BaseballPitch_g20_c04,BaseballPitch,train
v_BaseballPitch_g21_c01,BaseballPitch,train
v_BaseballPitch_g21_c02,BaseballPitch,train
v_BaseballPitch_g21_c03,BaseballPitch,train
v_BaseballPitch_g21_c04,BaseballPitch,train
v_BaseballPitch_g22_c01,BaseballPitch,train
v_BaseballPitch_g22_c02,BaseballPitch,train
v_BaseballPitch_g22_c03,BaseballPitch,train
v_BaseballPitch_g22_c04,BaseballPitch,train
v_BaseballPitch_g22_c05,BaseballPitch,train
v_BaseballPitch_g22_c06,BaseballPitch,train
v_BaseballPitch_g22_c07,BaseballPitch,train
v_BaseballPitch_g23_c01,BaseballPitch,train
v_BaseballPitch_g23_c02,BaseballPitch,train
v_BaseballPitch_g23_c03,BaseballPitch,train
v_BaseballPitch_g23_c04,BaseballPitch,train
v_BaseballPitch_g23_c05,BaseballPitch,train
v_BaseballPitch_g23_c06,BaseballPitch,train
v_BaseballPitch_g23_c07,BaseballPitch,train
v_BaseballPitch_g24_c01,BaseballPitch,train
v_BaseballPitch_g24_c02,BaseballPitch,train
v_BaseballPitch_g24_c03,BaseballPitch,train
v_BaseballPitch_g24_c04,BaseballPitch,train
v_BaseballPitch_g24_c05,BaseballPitch,train
v_BaseballPitch_g24_c06,BaseballPitch,train
v_BaseballPitch_g24_c07,BaseballPitch,train
v_BaseballPitch_g25_c01,BaseballPitch,train
v_BaseballPitch_g25_c02,BaseballPitch,train
v_BaseballPitch_g25_c03,BaseballPitch,train
v_BaseballPitch_g25_c04,BaseballPitch,train
v_BaseballPitch_g25_c05,BaseballPitch,train
v_BaseballPitch_g25_c06,BaseballPitch,train
v_BaseballPitch_g25_c07,BaseballPitch,train
v_Basketball_g08_c01,Basketball,train
v_Basketball_g08_c02,Basketball,train
v_Basketball_g08_c03,Basketball,train
v_Basketball_g08_c04,Basketball,train
v_Basketball_g09_c01,Basketball,train
v_Basketball_g09_c02,Basketball,train
v_Basketball_g09_c03,Basketball,train
v_Basketball_g09_c04,Basketball,train
v_Basketball_g09_c05,Basketball,train
v_Basketball_g10_c01,Basketball,train
v_Basketball_g10_c02,Basketball,train
v_Basketball_g10_c03,Basketball,train
v_Basketball_g10_c04,Basketball,train
v_Basketball_g10_c05,Basketball,train
v_Basketball_g11_c01,Basketball,train
v_Basketball_g11_c02,Basketball,train
v_Basketball_g11_c03,Basketball,train
v_Basketball_g11_c04,Basketball,train
v_Basketball_g11_c05,Basketball,train
v_Basketball_g12_c01,Basketball,train
v_Basketball_g12_c02,Basketball,train
v_Basketball_g12_c03,Basketball,train
v_Basketball_g12_c04,Basketball,train
v_Basketball_g12_c05,Basketball,train
v_Basketball_g13_c01,Basketball,train
v_Basketball_g13_c02,Basketball,train
v_Basketball_g13_c03,Basketball,train
v_Basketball_g13_c04,Basketball,train
v_Basketball_g14_c01,Basketball,train
v_Basketball_g14_c02,Basketball,train
v_Basketball_g14_c03,Basketball,train
v_Basketball_g14_c04,Basketball,train
v_Basketball_g14_c05,Basketball,train
v_Basketball_g15_c01,Basketball,train
v_Basketball_g15_c02,Basketball,train
v_Basketball_g15_c03,Basketball,train
v_Basketball_g15_c04,Basketball,train
v_Basketball_g15_c05,Basketball,train
v_Basketball_g15_c06,Basketball,train
v_Basketball_g15_c07,Basketball,train
v_Basketball_g16_c01,Basketball,train
v_Basketball_g16_c02,Basketball,train
v_Basketball_g16_c03,Basketball,train
v_Basketball_g16_c04,Basketball,train
v_Basketball_g16_c05,Basketball,train
v_Basketball_g16_c06,Basketball,train
v_Basketball_g17_c01,Basketball,train
v_Basketball_g17_c02,Basketball,train
v_Basketball_g17_c03,Basketball,train
v_Basketball_g17_c04,Basketball,train
v_Basketball_g18_c01,Basketball,train
v_Basketball_g18_c02,Basketball,train
v_Basketball_g18_c03,Basketball,train
v_Basketball_g18_c04,Basketball,train
v_Basketball_g18_c05,Basketball,train
v_Basketball_g19_c01,Basketball,train
v_Basketball_g19_c02,Basketball,train
v_Basketball_g19_c03,Basketball,train
v_Basketball_g19_c04,Basketball,train
v_Basketball_g19_c05,Basketball,train
v_Basketball_g19_c06,Basketball,train
v_Basketball_g19_c07,Basketball,train
v_Basketball_g20_c01,Basketball,train
v_Basketball_g20_c02,Basketball,train
v_Basketball_g20_c03,Basketball,train
v_Basketball_g20_c04,Basketball,train
v_Basketball_g20_c05,Basketball,train
v_Basketball_g20_c06,Basketball,train
v_Basketball_g20_c07,Basketball,train
v_Basketball_g21_c01,Basketball,train
v_Basketball_g21_c02,Basketball,train
v_Basketball_g21_c03,Basketball,train
v_Basketball_g21_c04,Basketball,train
v_Basketball_g21_c05,Basketball,train
v_Basketball_g21_c06,Basketball,train
v_Basketball_g22_c01,Basketball,train
v_Basketball_g22_c02,Basketball,train
v_Basketball_g22_c03,Basketball,train
v_Basketball_g22_c04,Basketball,train
v_Basketball_g22_c05,Basketball,train
v_Basketball_g22_c06,Basketball,train
v_Basketball_g22_c07,Basketball,train
v_Basketball_g23_c01,Basketball,train
v_Basketball_g23_c02,Basketball,train
v_Basketball_g23_c03,Basketball,train
v_Basketball_g23_c04,Basketball,train
v_Basketball_g23_c05,Basketball,train
v_Basketball_g23_c06,Basketball,train
v_Basketball_g24_c01,Basketball,train
v_Basketball_g24_c02,Basketball,train
v_Basketball_g24_c03,Basketball,train
v_Basketball_g24_c04,Basketball,train
v_Basketball_g25_c01,Basketball,train
v_Basketball_g25_c02,Basketball,train
v_Basketball_g25_c03,Basketball,train
v_Basketball_g25_c04,Basketball,train
v_Basketball_g25_c05,Basketball,train
v_Basketball_g25_c06,Basketball,train
v_Basketball_g25_c07,Basketball,train
v_BasketballDunk_g08_c01,BasketballDunk,train
v_BasketballDunk_g08_c02,BasketballDunk,train
v_BasketballDunk_g08_c03,BasketballDunk,train
v_BasketballDunk_g08_c04,BasketballDunk,train
v_BasketballDunk_g08_c05,BasketballDunk,train
v_BasketballDunk_g09_c01,BasketballDunk,train
v_BasketballDunk_g09_c02,BasketballDunk,train
v_BasketballDunk_g09_c03,BasketballDunk,train
v_BasketballDunk_g09_c04,BasketballDunk,train
v_BasketballDunk_g09_c05,BasketballDunk,train
v_BasketballDunk_g10_c01,BasketballDunk,train
v_BasketballDunk_g10_c02,BasketballDunk,train
v_BasketballDunk_g10_c03,BasketballDunk,train
v_BasketballDunk_g10_c04,BasketballDunk,train
v_BasketballDunk_g10_c05,BasketballDunk,train
v_BasketballDunk_g11_c01,BasketballDunk,train
v_BasketballDunk_g11_c02,BasketballDunk,train
v_BasketballDunk_g11_c03,BasketballDunk,train
v_BasketballDunk_g11_c04,BasketballDunk,train
v_BasketballDunk_g11_c05,BasketballDunk,train
v_BasketballDunk_g12_c01,BasketballDunk,train
v_BasketballDunk_g12_c02,BasketballDunk,train
v_BasketballDunk_g12_c03,BasketballDunk,train
v_BasketballDunk_g12_c04,BasketballDunk,train
v_BasketballDunk_g12_c05,BasketballDunk,train
v_BasketballDunk_g13_c01,BasketballDunk,train
v_BasketballDunk_g13_c02,BasketballDunk,train
v_BasketballDunk_g13_c03,BasketballDunk,train
v_BasketballDunk_g13_c04,BasketballDunk,train
v_BasketballDunk_g14_c01,BasketballDunk,train
v_BasketballDunk_g14_c02,BasketballDunk,train
v_BasketballDunk_g14_c03,BasketballDunk,train
v_BasketballDunk_g14_c04,BasketballDunk,train
v_BasketballDunk_g14_c05,BasketballDunk,train
v_BasketballDunk_g14_c06,BasketballDunk,train
v_BasketballDunk_g14_c07,BasketballDunk,train
v_BasketballDunk_g15_c01,BasketballDunk,train
v_BasketballDunk_g15_c02,BasketballDunk,train
v_BasketballDunk_g15_c03,BasketballDunk,train
v_BasketballDunk_g15_c04,BasketballDunk,train
v_BasketballDunk_g15_c05,BasketballDunk,train
v_BasketballDunk_g15_c06,BasketballDunk,train
v_BasketballDunk_g15_c07,BasketballDunk,train
v_BasketballDunk_g16_c01,BasketballDunk,train
v_BasketballDunk_g16_c02,BasketballDunk,train
v_BasketballDunk_g16_c03,BasketballDunk,train
v_BasketballDunk_g16_c04,BasketballDunk,train
v_BasketballDunk_g16_c05,BasketballDunk,train
v_BasketballDunk_g16_c06,BasketballDunk,train
v_BasketballDunk_g17_c01,BasketballDunk,train
